from_name,from_address,from_type,to_name,to_address,to_type,distance_m,time_min
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,0,0
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,8579,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,8858,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant La Bodeguita,"18 Boulevard Limbert, Avignon, France",Restaurant,7920,95
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Mirande – Le Restaurant Gastronomique,"4 place de l'Amirande, Avignon, France",Restaurant,8389,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Carré du Palais,"1 Place du Palais, Avignon, France",Restaurant,8334,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Livrée Ceccano – Bibliothèque municipale,"2 bis rue Laboureur, Avignon, 84000",Activité,8661,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant Pizzéria Le Pili,"34- 36  Place des Corps Saints, Avignon, France",Restaurant,8673,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant Le Patio / Bar à vin – Novotel Avignon Centre,"20 boulevard Saint Roch, Avignon, France",Restaurant,9122,109
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Ancienne comédie d’Avignon,"9 Place Crillon, 84000 Avignon, France",Activité,8738,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,V&G Veggie et Gastro,"28 rue de la bonneterie, Avignon, France",Restaurant,8423,101
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant La Vieille Fontaine – Hôtel d’Europe,"12, place Crillon, Avignon, France",Restaurant,8738,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Guinguette du Vieux Moulin,"5, rue du Vieux Moulin, Avignon, France",Restaurant,8998,107
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Savita Café Restaurant,"62 Place des Corps Saints, 84000 Avignon, France",Restaurant,8670,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le CBR – Brasserie,"361 allée Louis Montagnat, Avignon, France",Restaurant,2260,27
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Art Brock Café,"129 rue de la Frache, Avignon, France",Restaurant,10336,124
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Aubergine,"15 rue de la République, Avignon, France",Restaurant,8624,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Les Gustaves – Mercure Avignon TGV,"2 Rue Mère Térésa, Avignon, France",Restaurant,11151,133
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Parc du Clos de la Murette,"Rue René Goscinny, 84000 Avignon, France",Activité,8584,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Espace du Lavoir,"Place du Petit Pont, Vedène, 84270, Avignon, France",Activité,189,2
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Petite Cuillère,"1 Square Dagmar Silhol, Avignon, France",Restaurant,8578,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Au Bistrot d’Entraigues,"76 rue Daniel Lavorini, Avignon, France",Restaurant,3255,39
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Annexe,"69 avenue du General de Gaulle, Avignon, France",Restaurant,9297,111
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Violette – Collection Lambert,"5 rue Violette, Avignon, France",Restaurant,8900,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Maison Bronzini – Le Bistrot du Moulin,"74 rue de la République, Avignon, France",Restaurant,8753,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Hôtel Madon de Châteaublanc,"13, rue Banasterie, Avignon, 84000",Activité,8323,99
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Musée des Curiosités – Église des Célestins,"Place des Corps Saints, Avignon, 84000",Activité,8673,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Bar à tapas et à vins Marion Nous,"1 Place des Carmes, Avignon, France",Restaurant,8003,96
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant Bar le Casino,"29 place de la Poste, Avignon, France",Restaurant,10455,125
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chez Papé et Mamé,"8 impasse du lavoir, Avignon, France",Restaurant,3259,39
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Estaminet Arômes et Tentations,"8, RUE MAZAN, Avignon, France",Restaurant,8707,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Tour Philippe-le-Bel,"Montée de la Tour, Villeneuve-lez-Avignon, 30400",Activité,8755,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,8927,107
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Margelle,"203 avenue de la Rétanque, Avignon, France",Restaurant,3348,40
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Salamandre,"13 Place Jean Jaurès, Avignon, France",Restaurant,10170,122
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Vivotto,"34, rue des Trois Faucons, Avignon, France",Restaurant,8625,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Place du Palais,"Place du Palais, Avignon, 84000",Activité,8417,101
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Best Western Plus Le Lavarin – Restaurant,"1715, chemin du Lavarin, Avignon, France",Restaurant,10197,122
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Clocher du couvent des Augustins,"20, rue Carreterie, Avignon, 84000",Activité,7978,95
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chapelle des Pénitents Noirs,"57 rue Banasterie, Avignon, 84000",Activité,8110,97
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant Opéra café,"24 place de l'Horloge, Avignon, France",Restaurant,8517,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Prieuré – Baumanière,"7 place du Chapitre, Avignon, France",Restaurant,8840,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant Le Goût du Jour,"20, rue Saint-Etienne, Avignon, France",Restaurant,8628,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Musée Angladon – Collection Jacques Doucet,"5, rue Laboureur, Avignon, 84000",Activité,8622,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,LES TERRASSES DU ROUGE GORGE,"10 bis, Place de l'Amirande, Avignon, France",Restaurant,8398,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Brut Butcher,"641 avenue de Saint Tronquet, Avignon, France",Restaurant,2543,30
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,V&G Veggie et Gourmand,"24 Rue de la Bonneterie, Avignon, France",Restaurant,8433,101
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Planet Rock,"229 rue Graham Bell, Avignon, France",Restaurant,2289,27
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Annexe,"7 Place Saint-Marc, Avignon, France",Restaurant,8770,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Auberge de Cassagne & Spa,"450 allée de Cassagne, Avignon, France",Restaurant,3138,37
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chapelle de l’Oratoire,"32 rue Joseph Vernet, Avignon, 84000",Activité,8767,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Parc Municipal Bardi,"Avenue Pierre de Coubertin, Vedène, 84270, Avignon, France",Activité,229,2
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant Le 26,"26, rue des Trois Faucons, Avignon, France",Restaurant,8608,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,O’Gastos,"49 rue porte de Jonquerettes, Avignon, France",Restaurant,3320,39
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chapelle des Pénitents Gris,"53 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,8778,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Pavillon Bleu,"25, allée Antoine Pinay, Avignon, France",Restaurant,8866,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant / Cocktail Bar   Le Bercail,"162, Chemin des Canotiers, Avignon, France",Restaurant,7939,95
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Naka,"4, Place de la Principale, Avignon, France",Restaurant,8526,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Jardin des Carmes,"Place des Carmes, Avignon, 84000",Activité,7980,95
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Eglise Saint-Symphorien les Carmes,"Place des Carmes, Avignon, 84000",Activité,7980,95
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Crêperie Le L,"3 place Saint-Marc, Avignon, France",Restaurant,8770,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Les Jardins du Palais des papes,"Palais des papes, Avignon, 84000",Activité,8364,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chapelle des Pénitents Blancs,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,10032,120
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Château de Fargues,"Avenue Pierre de Coubertin, Le Pontet, 84130, Avignon, France",Activité,4346,52
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Archives Municipales – Musée du Mont de Piété et de la Condition des Soies,"6, rue Saluces, Avignon, 84000",Activité,8168,98
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Kouk – cantine de quartier,"1 rue henri fabre, Avignon, France",Restaurant,8734,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Tommy’s Diner,"311 chemin des Petits Rougiers, Avignon, France",Restaurant,2595,31
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Emulsion,"1 rue de l'Hôpital, Avignon, France",Restaurant,10339,124
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Les Remparts d’Avignon,"Avignon, 84000",Activité,8559,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’aRoma,"43 rue de la république, Avignon, France",Restaurant,8815,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chez Mamie,"41 – 43 rue Carnot, Avignon, France",Restaurant,8331,99
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Brigitte coffee shop,"3, Place Saint-Marc, Avignon, France",Restaurant,8770,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant de l’Hôtel La Ferme,"110 chemin des Bois, Avignon, France",Restaurant,6160,73
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chapelle Saint-Louis,"Rue du Portail Boquier, Avignon, 84000",Activité,8863,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Bouzouki,"13 Chemin du Polygone, Avignon, France",Restaurant,8639,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Musée Pierre-de-Luxembourg,"3 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,8778,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Table des Chartreux,"RD 6580, Avignon, France",Restaurant,12551,150
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chapelle de l’Agache,"Place de l'église, Caumont-sur-Durance, 84510, Avignon, France",Activité,10032,120
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Najeti Hôtel la Magnaneraie – Bar à Manger,"37 rue Camp de Bataille, Avignon, France",Restaurant,9445,113
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Heure Bleue,"5 rue de la république, Avignon, France",Restaurant,8591,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chez Ju,"9 rue de la République, Avignon, France",Restaurant,4220,50
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Hiély-Lucullus,"5, rue de la République, Avignon, France",Restaurant,8591,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Chartreuse – Centre national des écritures du spectacle,"58 rue de la République, Villeneuve-lez-Avignon, 30400",Activité,8660,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Les Terrasses du Lac – Restaurant du Golf du Grand Avignon,"Chemin de la Banastière, Avignon, France",Restaurant,1904,22
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Mirande – Le Bistrot “La Salle à Manger”,"4, place de l'Amirande, Avignon, France",Restaurant,8389,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Lili Rosa,"Centre Commercial Buld'Air, Avignon, France",Restaurant,1116,13
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Parenthèse d’Entraigues,"719 route de Carpentras, Avignon, France",Restaurant,1356,16
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Hôtel d’Adhémar de Cransac,"11 rue de Taulignan, Avignon, 84000",Activité,8356,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Eglise Saint-Ruf,"boulevard Gambetta, Avignon, 84000",Activité,9135,109
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Jardin Ceccano,"2 bis rue Laboureur, Avignon, 84000",Activité,8661,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Lapin Blanc,"101 Rue de la Bonneterie, Avignon, France",Restaurant,8274,99
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Collégiale Notre-Dame et son cloître,"Place Meissonnier, Villeneuve-lez-Avignon, 30400",Activité,8803,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Fourchette,"17 rue Racine, Avignon, France",Restaurant,8592,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Hôtel des Monnaies,"5 Place du Palais, 84000 Avignon, France",Activité,8478,101
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Roues à Aube des Teinturiers,"Rue des Teinturiers, Avignon, 84000",Activité,8238,98
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Musée Lapidaire,"27 rue de la République, Avignon, 84000",Activité,8703,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Kozy,"11 Rue de l'Hôpital, 30400 Villeneuve-lès-Avignon, France",Restaurant,8828,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Tour des Templiers,"Place de l'église, Entraigues-sur-la-Sorgue, 84320, Avignon, France",Activité,3175,38
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Apium,"4 Place Jean Jaurès, Avignon, France",Restaurant,10170,122
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Agape,"21, place des Corps Saints, Avignon, France",Restaurant,8643,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Naturabsolu,"10 place Saint Marc, Avignon, France",Restaurant,8764,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Ô FONDUES by LE ROUGE GORGE,"10 bis, rue Peyrolerie, Avignon, France",Restaurant,8413,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant Pizzeria Bagatelle,"25, allée Antoine Pinay, Avignon, France",Restaurant,8866,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Italie là-bas,"23, Rue de la Bancasse, Avignon, France",Restaurant,8597,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Jardin de l’abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,8927,107
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Molière,"68, place des Corps Saints, Avignon, France",Restaurant,8685,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Eglise Notre-Dame du Bon Repos,"Montfavet, Avignon, 84000",Activité,5733,68
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Chez Olivier Bistrot,"5 place Jean Jaurès, Avignon, France",Restaurant,10170,122
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Collection Lambert,"5 rue Violette, Avignon, 84000",Activité,8900,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Les 4’Saisons,"15 rue Laurent Bertrand, Avignon, France",Restaurant,3366,40
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,L’Epicerie de Ginette,"25-27, place des Corps Saints, Avignon, France",Restaurant,8673,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Eglise paroissiale Saint Symphorien,"Place de l'Église, Caumont-sur-Durance, 84510, Avignon, France",Activité,10032,120
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le 17 Place aux Vins Avignon • Bar à vin / Caviste,"74 Place des Corps Saints, Avignon, France",Restaurant,8699,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Coude à Coude,"37 rue de la Saraillerie, Avignon, France",Restaurant,8551,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,OISEAU,"5 Rue Cabassole, Avignon, France",Restaurant,7211,86
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Pinocchio,"29 rue Théodore Aubanel, Avignon, France",Restaurant,10029,120
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Gare,"322 avenue de Saint Tronquet, Avignon, France",Restaurant,2351,28
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Eglise Saint Thomas,"Place de l'église, Vedène, 84270, Avignon, France",Activité,214,2
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Grand Café Barretta / Restaurant et Bar à Vin,"14 Place Saint Didier, Avignon, France",Restaurant,8579,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Une Marguerite à Table,"18ter, Rue Pétramale, Avignon, France",Restaurant,8491,101
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Place des Corps Saints,"Place des Corps Saints, Avignon, 84000",Activité,8673,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Basta Cosi,"7, impasse du Pont, Avignon, France",Restaurant,9385,112
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Maison Jean Vilar,"8 rue de Mons, Avignon, 84000",Activité,8491,101
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Mirande – La Table Haute,"4 Place de l'Amirande, Avignon, France",Restaurant,8389,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant l’Entre-Deux – Hôtel Ibis Styles Avignon Sud,"2968, Avenue de l'Amandier, Avignon, France",Restaurant,7606,91
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Restaurant St Bénézet,"10 Chemin de la Barthelasse, 84000 Avignon, France",Restaurant,8554,102
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le jardin du musée Calvet,"65 rue Joseph Vernet, Avignon, 84000",Activité,8846,106
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,IT Trattoria,"641 avenue de Saint-Tronquet, Avignon, France",Restaurant,2543,30
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Goût Pile,"62 place du Petit Pont, Avignon, France",Restaurant,189,2
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,La Guinguette Velleronnaise,"276 rue du Jas, Avignon, France",Restaurant,9768,117
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Casa Bronzini,"13 Place de l'Horloge, Avignon, France",Restaurant,8598,103
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Parc Champfleury,"Avenue du Blanchissage, Avignon, 84000",Activité,9225,110
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Jardin Verger Urbain V,"rue Vice-légat, Avignon, 84000",Activité,8319,99
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Synagogue d’Avignon,"2 place Jérusalem, Avignon, 84000",Activité,8368,100
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Mas Lindo,"51 avenue du Mont-Ventoux, Avignon, France",Restaurant,4105,49
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Le Petit Grand,"72, place des Corps Saints, Avignon, France",Restaurant,8695,104
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Acte 2,"3B rue de la Petite Calade, Avignon, France",Restaurant,8799,105
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Comptoir des Frangines,"130, Chemin du Pont Blanc, Avignon, France",Restaurant,1308,15
L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,Les Remparts de Caumont,"Rue de la Dévalade, Caumont-sur-Durance, 84510, Avignon, France",Activité,10006,120
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Autre Table,"35 rue notre dame, Avignon, France",Restaurant,8579,102
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,0,0
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Museum Requien – Musée d’Histoire Naturelle,"67 rue Joseph Vernet, Avignon, 84000",Activité,310,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant La Bodeguita,"18 Boulevard Limbert, Avignon, France",Restaurant,791,9
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Mirande – Le Restaurant Gastronomique,"4 place de l'Amirande, Avignon, France",Restaurant,384,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Carré du Palais,"1 Place du Palais, Avignon, France",Restaurant,546,6
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Livrée Ceccano – Bibliothèque municipale,"2 bis rue Laboureur, Avignon, 84000",Activité,84,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant Pizzéria Le Pili,"34- 36  Place des Corps Saints, Avignon, France",Restaurant,277,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant Le Patio / Bar à vin – Novotel Avignon Centre,"20 boulevard Saint Roch, Avignon, France",Restaurant,583,7
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Ancienne comédie d’Avignon,"9 Place Crillon, 84000 Avignon, France",Activité,523,6
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,V&G Veggie et Gastro,"28 rue de la bonneterie, Avignon, France",Restaurant,166,2
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant La Vieille Fontaine – Hôtel d’Europe,"12, place Crillon, Avignon, France",Restaurant,523,6
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Guinguette du Vieux Moulin,"5, rue du Vieux Moulin, Avignon, France",Restaurant,1456,17
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Savita Café Restaurant,"62 Place des Corps Saints, 84000 Avignon, France",Restaurant,260,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le CBR – Brasserie,"361 allée Louis Montagnat, Avignon, France",Restaurant,7539,90
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Art Brock Café,"129 rue de la Frache, Avignon, France",Restaurant,17824,213
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Aubergine,"15 rue de la République, Avignon, France",Restaurant,165,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Les Gustaves – Mercure Avignon TGV,"2 Rue Mère Térésa, Avignon, France",Restaurant,2726,32
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Parc du Clos de la Murette,"Rue René Goscinny, 84000 Avignon, France",Activité,2697,32
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Espace du Lavoir,"Place du Petit Pont, Vedène, 84270, Avignon, France",Activité,8754,105
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Petite Cuillère,"1 Square Dagmar Silhol, Avignon, France",Restaurant,1961,23
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Au Bistrot d’Entraigues,"76 rue Daniel Lavorini, Avignon, France",Restaurant,11503,138
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,L’Annexe,"69 avenue du General de Gaulle, Avignon, France",Restaurant,11595,139
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Violette – Collection Lambert,"5 rue Violette, Avignon, France",Restaurant,330,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Maison Bronzini – Le Bistrot du Moulin,"74 rue de la République, Avignon, France",Restaurant,2421,29
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Hôtel Madon de Châteaublanc,"13, rue Banasterie, Avignon, 84000",Activité,400,4
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Musée des Curiosités – Église des Célestins,"Place des Corps Saints, Avignon, 84000",Activité,277,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Bar à tapas et à vins Marion Nous,"1 Place des Carmes, Avignon, France",Restaurant,598,7
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant Bar le Casino,"29 place de la Poste, Avignon, France",Restaurant,17953,215
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chez Papé et Mamé,"8 impasse du lavoir, Avignon, France",Restaurant,11427,137
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Estaminet Arômes et Tentations,"8, RUE MAZAN, Avignon, France",Restaurant,466,5
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Tour Philippe-le-Bel,"Montée de la Tour, Villeneuve-lez-Avignon, 30400",Activité,1803,21
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Abbaye Saint-Ruf,"avenue Moulin de Notre-Dame, Avignon, 84000",Activité,1341,16
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Margelle,"203 avenue de la Rétanque, Avignon, France",Restaurant,10125,121
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,La Salamandre,"13 Place Jean Jaurès, Avignon, France",Restaurant,12534,150
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Vivotto,"34, rue des Trois Faucons, Avignon, France",Restaurant,144,1
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Place du Palais,"Place du Palais, Avignon, 84000",Activité,519,6
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Best Western Plus Le Lavarin – Restaurant,"1715, chemin du Lavarin, Avignon, France",Restaurant,2674,32
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Clocher du couvent des Augustins,"20, rue Carreterie, Avignon, 84000",Activité,617,7
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Chapelle des Pénitents Noirs,"57 rue Banasterie, Avignon, 84000",Activité,721,8
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Restaurant Opéra café,"24 place de l'Horloge, Avignon, France",Restaurant,330,3
Collégiale Saint-Didier,"Place Saint Didier, Avignon, 84000",Activité,Le Prieuré – Baumanière,"7 place du Chapitre, Avignon, France",Restaurant,2049,24
